province,hs2,hs2_name,exports,imports,total
SK,96,HS 960000,0.0,36875830.0,36875830.0
SK,54,HS 540000,0.0,36262562.0,36262562.0
SK,75,HS 750000,0.0,35750403.0,35750403.0
SK,04,HS 040000,0.0,35244343.0,35244343.0
SK,09,HS 090000,0.0,32530051.0,32530051.0
SK,61,HS 610000,0.0,32262723.0,32262723.0
SK,11,HS 110000,0.0,30544341.0,30544341.0
SK,13,HS 130000,0.0,27970838.0,27970838.0
SK,03,HS 030000,0.0,22013851.0,22013851.0
SK,81,HS 810000,0.0,21453280.0,21453280.0
SK,64,HS 640000,0.0,18705754.0,18705754.0
SK,93,HS 930000,0.0,17921786.0,17921786.0
SK,42,HS 420000,0.0,17409054.0,17409054.0
SK,57,HS 570000,0.0,17115550.0,17115550.0
SK,60,HS 600000,0.0,16681711.0,16681711.0
SK,05,HS 050000,0.0,15780412.0,15780412.0
SK,65,HS 650000,0.0,12673286.0,12673286.0
SK,98,HS 980000,0.0,11010125.0,11010125.0
SK,26,HS 260000,0.0,10798123.0,10798123.0
SK,92,HS 920000,0.0,7594777.0,7594777.0
SK,71,HS 710000,0.0,5634090.0,5634090.0
SK,55,HS 550000,0.0,4863360.0,4863360.0
SK,47,HS 470000,0.0,3239161.0,3239161.0
SK,67,HS 670000,0.0,2413124.0,2413124.0
SK,58,HS 580000,0.0,2150737.0,2150737.0
SK,97,HS 970000,0.0,1770006.0,1770006.0
SK,14,HS 140000,0.0,1594040.0,1594040.0
SK,79,HS 790000,0.0,995864.0,995864.0
SK,46,HS 460000,0.0,931173.0,931173.0
SK,91,HS 910000,0.0,877757.0,877757.0
SK,52,HS 520000,0.0,754814.0,754814.0
SK,78,HS 780000,0.0,509554.0,509554.0
SK,41,HS 410000,0.0,391533.0,391533.0
SK,53,HS 530000,0.0,315111.0,315111.0
SK,66,HS 660000,0.0,296320.0,296320.0
SK,24,HS 240000,0.0,225849.0,225849.0
SK,45,HS 450000,0.0,213186.0,213186.0
SK,51,HS 510000,0.0,205260.0,205260.0
SK,37,HS 370000,0.0,183822.0,183822.0
SK,80,HS 800000,0.0,169974.0,169974.0
SK,43,HS 430000,0.0,65802.0,65802.0
SK,50,HS 500000,0.0,20695.0,20695.0
YT,03,HS 030000,0.0,96807148.0,96807148.0
YT,84,HS 840000,0.0,74208937.0,74208937.0
YT,90,HS 900000,0.0,20277257.0,20277257.0
YT,88,HS 880000,0.0,13996349.0,13996349.0
YT,87,HS 870000,0.0,10517125.0,10517125.0
YT,85,HS 850000,0.0,3688535.0,3688535.0
YT,73,HS 730000,0.0,1108382.0,1108382.0
YT,72,HS 720000,0.0,1035156.0,1035156.0
YT,01,HS 010000,0.0,485293.0,485293.0
YT,82,HS 820000,0.0,431350.0,431350.0
YT,34,HS 340000,0.0,361336.0,361336.0
YT,05,HS 050000,0.0,323755.0,323755.0
YT,89,HS 890000,0.0,316378.0,316378.0
YT,36,HS 360000,0.0,265457.0,265457.0
YT,38,HS 380000,0.0,197372.0,197372.0
YT,63,HS 630000,0.0,183383.0,183383.0
YT,28,HS 280000,0.0,152037.0,152037.0
YT,40,HS 400000,0.0,148740.0,148740.0
YT,29,HS 290000,0.0,137501.0,137501.0
YT,27,HS 270000,0.0,129606.0,129606.0
YT,39,HS 390000,0.0,108542.0,108542.0
YT,94,HS 940000,0.0,80467.0,80467.0
YT,35,HS 350000,0.0,78141.0,78141.0
YT,76,HS 760000,0.0,77471.0,77471.0
YT,86,HS 860000,0.0,77341.0,77341.0
YT,31,HS 310000,0.0,57186.0,57186.0
YT,13,HS 130000,0.0,55279.0,55279.0
YT,83,HS 830000,0.0,54692.0,54692.0
YT,25,HS 250000,0.0,40579.0,40579.0
YT,32,HS 320000,0.0,39934.0,39934.0
YT,12,HS 120000,0.0,39854.0,39854.0
YT,98,HS 980000,0.0,15366.0,15366.0
YT,26,HS 260000,0.0,14451.0,14451.0
YT,44,HS 440000,0.0,11787.0,11787.0
YT,48,HS 480000,0.0,8344.0,8344.0
YT,91,HS 910000,0.0,6667.0,6667.0
YT,64,HS 640000,0.0,3809.0,3809.0
YT,95,HS 950000,0.0,2942.0,2942.0
YT,70,HS 700000,0.0,1842.0,1842.0
YT,42,HS 420000,0.0,1633.0,1633.0
YT,69,HS 690000,0.0,1532.0,1532.0
YT,68,HS 680000,0.0,1201.0,1201.0
YT,55,HS 550000,0.0,1022.0,1022.0
YT,96,HS 960000,0.0,486.0,486.0
YT,61,HS 610000,0.0,335.0,335.0
YT,22,HS 220000,0.0,84.0,84.0
YT,56,HS 560000,0.0,68.0,68.0
YT,65,HS 650000,0.0,56.0,56.0
YT,49,HS 490000,0.0,33.0,33.0
YT,58,HS 580000,0.0,28.0,28.0
YT,62,HS 620000,0.0,28.0,28.0
YT,74,HS 740000,0.0,7.0,7.0
YT,57,HS 570000,0.0,1.0,1.0
